id,condition,can.mitigate,flagged,list_key,list_content,comment_key,comment_content,rank,mms_compat,human_code,human_comment
68,1,3,0,list.cause,natural occuring,list.cause.comment,I believe humans control the climate on a minor level. Climate change has been occuring since the beginning of time. Human's have a large degree of arrogance to think they can influence the weather to such a degree. They have only been monitering the weathe for a brief time considering how long the earth has been here,1,1,15,
68,1,3,0,list.cause,time,list.cause.comment,I believe humans control the climate on a minor level. Climate change has been occuring since the beginning of time. Human's have a large degree of arrogance to think they can influence the weather to such a degree. They have only been monitering the weathe for a brief time considering how long the earth has been here,2,1,55,
69,2,2,0,list.cause,IDK,list.cause.comment,IDK,1,1,0,
69,2,2,0,list.cause,IDK,list.cause.comment,IDK,2,1,0,
69,2,2,0,list.cause,IDK,list.cause.comment,IDK,3,1,0,
70,1,2,0,list.cause,people,list.cause.comment,environment,1,1,14,
71,1,1,0,list.cause,carbon pollution in the atmosphere,list.cause.comment,"generally CO2 causes climate change, the sources vary but are largely due to the use of fossil fuels or large scale agriculture",1,1,1,"Inferred from survey results, CO2 was rated as a major cause, and participant claimed the scale required no changes"
71,1,1,0,list.cause,overuse of fossil fuels,list.cause.comment,"generally CO2 causes climate change, the sources vary but are largely due to the use of fossil fuels or large scale agriculture",2,1,17,
71,1,1,0,list.cause,agriculture producinging large amounts of emmissions,list.cause.comment,"generally CO2 causes climate change, the sources vary but are largely due to the use of fossil fuels or large scale agriculture",3,1,20,
72,1,1,0,list.cause,adani coal mine,list.cause.comment,,1,1,56,
72,1,1,0,list.cause,burning fossil fuels,list.cause.comment,,2,1,17,
72,1,1,0,list.cause,pollution,list.cause.comment,,3,1,31,
73,2,2,0,list.cause,"The Earth has and is changing all the time, for all it's life that we know and will continue to do so until Earth dies!",list.cause.comment,"I am not a ""full"" believer in all the hype that is blaming human kind for what is happening now.",1,1,15,
73,2,2,0,list.cause,Destroying the worlds forests,list.cause.comment,"I am not a ""full"" believer in all the hype that is blaming human kind for what is happening now.",2,1,18,
73,2,2,0,list.cause,,list.cause.comment,"I am not a ""full"" believer in all the hype that is blaming human kind for what is happening now.",3,1,-1,
74,1,1,0,list.cause,Impacts from the heating/cooling cycle of the Sun,list.cause.comment,,1,1,30,
74,1,1,0,list.cause,Increase in world population,list.cause.comment,,2,1,8,
74,1,1,0,list.cause,"Greenhouse effect - Methane, CO2, Nitrous Oxide and CFC's",list.cause.comment,,3,1,"13,53",
74,1,1,0,list.cause,"Human activities such as mining, manufacturing, farming etc. increasing greenhouse effect",list.cause.comment,,4,1,"14,56,34,20,53",
74,1,1,0,list.cause,,list.cause.comment,,5,1,-1,
74,1,1,0,list.cause,,list.cause.comment,,6,1,-1,
75,1,1,0,list.cause,pollution,list.cause.comment,global warming,1,1,31,
76,1,1,0,list.cause,greenhouse gases,list.cause.comment,its a balance of people and nature,1,1,13,
76,1,1,0,list.cause,ice melting,list.cause.comment,its a balance of people and nature,2,1,47,
76,1,1,0,list.cause,more population,list.cause.comment,its a balance of people and nature,3,1,8,
77,1,2,0,list.cause,nature,list.cause.comment,"I have listed time as one of the causes, however, I don't really believe that it is a cause - rather something that happens over time.",1,1,50,
77,1,2,0,list.cause,cyclical weather patterns,list.cause.comment,"I have listed time as one of the causes, however, I don't really believe that it is a cause - rather something that happens over time.",2,1,15,
77,1,2,0,list.cause,time,list.cause.comment,"I have listed time as one of the causes, however, I don't really believe that it is a cause - rather something that happens over time.",3,1,55,
78,1,2,0,list.cause,Emissions from coal.,list.cause.comment,"Maybe more renewables would be good but need some coal.
Car Pooling or the like as electric are too expensive.
Keep more green spaces",1,1,10,
78,1,2,0,list.cause,Too many cars and trucks.,list.cause.comment,"Maybe more renewables would be good but need some coal.
Car Pooling or the like as electric are too expensive.
Keep more green spaces",2,1,9,
78,1,2,0,list.cause,Trees,list.cause.comment,"Maybe more renewables would be good but need some coal.
Car Pooling or the like as electric are too expensive.
Keep more green spaces",3,1,18,"Comment of ""Keep more green spaces"" implies lack of trees is the cause of climate change"
79,1,2,0,list.cause,heat,list.cause.comment,,1,1,26,
79,1,2,0,list.cause,rain,list.cause.comment,,2,1,27,
79,1,2,0,list.cause,floods,list.cause.comment,,3,1,45,
80,2,1,0,list.cause,CO2 emissions,list.cause.comment,,1,1,1,
80,2,1,0,list.cause,Forest Clearing,list.cause.comment,,2,1,18,
80,2,1,0,list.cause,Farming sheep,list.cause.comment,,3,1,4,
80,2,1,0,list.cause,Pollution,list.cause.comment,,4,1,31,
82,2,2,0,list.cause,pollution,list.cause.comment,,1,1,31,
82,2,2,0,list.cause,chemicals,list.cause.comment,,2,1,31,Interpreted this as pollution
82,2,2,0,list.cause,coal,list.cause.comment,,3,1,10,
83,2,3,0,list.cause,increased tempurature,list.cause.comment,politicians are useless,1,1,26,
83,2,3,0,list.cause,pollution,list.cause.comment,politicians are useless,2,1,31,
83,2,3,0,list.cause,useless politicians,list.cause.comment,politicians are useless,3,1,57,
84,2,2,0,list.cause,anminal wind,list.cause.comment,the fart,1,1,48,
85,1,1,0,list.cause,pollution,list.cause.comment,,1,1,31,
85,1,1,0,list.cause,excess gas emissions,list.cause.comment,,2,1,22,
85,1,1,0,list.cause,use of non-biodegradable material,list.cause.comment,,3,1,39,
86,1,1,0,list.cause,gas emissions,list.cause.comment,,1,1,22,
86,1,1,0,list.cause,pollution,list.cause.comment,,2,1,31,
86,1,1,0,list.cause,use of coal,list.cause.comment,,3,1,10,
86,1,1,0,list.cause,lack of encouragement for renewable energy,list.cause.comment,,4,1,58,
87,1,1,0,list.cause,Pollution,list.cause.comment,No comments,1,1,31,
87,1,1,0,list.cause,electricity,list.cause.comment,No comments,2,1,10,
87,1,1,0,list.cause,fuel,list.cause.comment,No comments,3,1,17,
88,1,1,0,list.cause,carbon monoxide  from cars,list.cause.comment,none,1,1,9,
88,1,1,0,list.cause,methane from cows,list.cause.comment,none,2,1,4,
89,1,1,0,list.cause,CO2,list.cause.comment,No,1,1,1,
89,1,1,0,list.cause,Animals,list.cause.comment,No,2,1,48,
90,1,1,0,list.cause,pollution,list.cause.comment,,1,1,31,
90,1,1,0,list.cause,greenhouse gases,list.cause.comment,,2,1,13,
90,1,1,0,list.cause,industrialization of industry,list.cause.comment,,3,1,34,
90,1,1,0,list.cause,over logging,list.cause.comment,,4,1,18,
90,1,1,0,list.cause,chem trails,list.cause.comment,,5,1,59,
90,1,1,0,list.cause,over fishing,list.cause.comment,,6,1,60,
90,1,1,0,list.cause,"over growth of algae, crown of thorns",list.cause.comment,,7,1,61,
90,1,1,0,list.cause,ocean temperature changes,list.cause.comment,,8,1,26,
90,1,1,0,list.cause,melting of glacier and,list.cause.comment,,9,1,47,
90,1,1,0,list.cause,melting of ice sheets,list.cause.comment,,10,1,47,
1,3,3,0,list.cause,So called extreme weather events,list.cause.comment,"These are normal weather patterns that have been happening since records were taken
",1,0,-1,
1,3,3,0,list.cause,Temperature records,list.cause.comment,"These are normal weather patterns that have been happening since records were taken
",2,0,-1,
1,3,3,0,list.cause,Foods,list.cause.comment,"These are normal weather patterns that have been happening since records were taken
",3,0,-1,
10,3,2,0,list.cause,claimin small changes are linked to something and not random,list.cause.comment,if you are paid to get a specific result you will do that because your job depends on it,1,0,-1,
10,3,2,0,list.cause,they are funded to make that finding,list.cause.comment,if you are paid to get a specific result you will do that because your job depends on it,2,0,-1,
10,3,2,0,list.cause,incorrect logic or bias,list.cause.comment,if you are paid to get a specific result you will do that because your job depends on it,3,0,-1,
18,3,1,0,list.cause,Rising oceans,list.cause.comment,,1,0,-1,
18,3,1,0,list.cause,Melting of the ice caps,list.cause.comment,,2,0,-1,
18,3,1,0,list.cause,"Extreme weather conditions, floods, hurricanes, tornadoes etc.",list.cause.comment,,3,0,-1,
13,2,1,1,list.cause,jgjgj,list.cause.comment,ghghjfg,1,1,-1,
41,1,1,1,list.cause,FUCK,list.cause.comment,MAKW,1,1,-1,
51,1,1,1,list.cause,gnhn,list.cause.comment,hmujyhy,1,1,-1,
81,1,1,1,list.cause,Nothing,list.cause.comment,"nah
nah
nah",1,1,-1,
81,1,1,1,list.cause,Nothing,list.cause.comment,"nah
nah
nah",2,1,-1,
81,1,1,1,list.cause,Nothing,list.cause.comment,"nah
nah
nah",3,1,-1,
2,1,1,0,list.conseq,melting of ice caps in Antarctica,list.conseq.comment,,1,1,12,
2,1,1,0,list.conseq,more dramatic temperature fluctuations,list.conseq.comment,,2,1,13,
2,1,1,0,list.conseq,destruction of the coral reefs (great barrier reef specifically),list.conseq.comment,,3,1,14,
2,1,1,0,list.conseq,more natural disasters,list.conseq.comment,,4,1,15,
3,1,1,0,list.conseq,air quality would fall,list.conseq.comment,no,1,1,16,
3,1,1,0,list.conseq,hotter or cooler weather,list.conseq.comment,no,2,1,13,
4,1,1,0,list.conseq,islands disappear,list.conseq.comment,,1,1,3,
4,1,1,0,list.conseq,sea levels rise,list.conseq.comment,,2,1,17,
4,1,1,0,list.conseq,plants dying,list.conseq.comment,,3,1,18,
4,1,1,0,list.conseq,animal extinctions rising rapidly,list.conseq.comment,,4,1,11,
4,1,1,0,list.conseq,humans eventually not being able to sustain life,list.conseq.comment,,5,1,25,
5,2,2,0,list.conseq,do not know,list.conseq.comment,do not know,1,1,0,
6,1,1,0,list.conseq,the weather becoming to unstable to support life as we know it,list.conseq.comment,,1,1,"25,20,25",
7,1,1,0,list.conseq,loss of animals,list.conseq.comment,,1,1,67,
7,1,1,0,list.conseq,melting polar caps,list.conseq.comment,,2,1,12,
7,1,1,0,list.conseq,extreme weather conditions,list.conseq.comment,,3,1,46,
7,1,1,0,list.conseq,sea levels rising,list.conseq.comment,,4,1,17,
8,1,1,0,list.conseq,Temperature rise,list.conseq.comment,,1,1,22,
9,2,3,0,list.conseq,sea levels will rise,list.conseq.comment,none,1,1,17,
11,1,1,0,list.conseq,extreme temperatures eg heatwaves,list.conseq.comment,,1,1,"46,23",
11,1,1,0,list.conseq,variability in rainfall,list.conseq.comment,,2,1,24,
11,1,1,0,list.conseq,rising sea levels due to thermal expansion,list.conseq.comment,,3,1,17,
11,1,1,0,list.conseq,melting of glaciers and ice sheets,list.conseq.comment,,4,1,12,
11,1,1,0,list.conseq,warming of the ocean surface and water,list.conseq.comment,,5,1,22,
12,1,1,0,list.conseq,Temperature will rise,list.conseq.comment,N/A,1,1,22,
12,1,1,0,list.conseq,Sea levels will rise,list.conseq.comment,N/A,2,1,17,
12,1,1,0,list.conseq,"extreme weather - more and severe droughts, storms etc",list.conseq.comment,N/A,3,1,"46,2,6",
14,1,1,0,list.conseq,people dead,list.conseq.comment,nah,1,1,25,
14,1,1,0,list.conseq,planet very hot,list.conseq.comment,nah,2,1,22,
15,2,2,0,list.conseq,do not know,list.conseq.comment,do not know,1,1,0,
16,1,1,0,list.conseq,sea levels could increase causing low lying areas/islands to become inundated with water,list.conseq.comment,no,1,1,3,
